labels,notes,notes_len
0,31 33 33 35 36 40 45 47 48 52 47 48 43 45 47 50 45 43 45 38 33 35 36 40 45 47 48 52 47 45 43 45 47 50 52 50 48 47 50 51 40,41
0,42 44 46 46 51 46 51 44 46 39 42 44 46 51 46 51 49 46 51 30,20
0,49 47 49 52 49 42 44 45 47 45 44 42 44 40 37 30 32 33 32 30 28 25 42 40 42 45 44 42 44 40 35 40 35 33 37 40 42 49 47 45 44 42 40 42 30,45
0,55 62 60 59 57 55 55 50 51 52 55 55 55 51 53 55 57 59 62 21 28 26 26 31 30 26 33 31 30 35 33 35 36 35 45 43 43 43 40 38 43 45 43 42 43 42 40 38 40 38 36 35 24 28 33 36 40 36 35 33 31 28 31 24 26 28 38 45 43 42 43 40 42 38 36 35 33 38 31 38,80
0,37 39 40 35 37 39 33 35 37 33 32 33 35 35 37 39 37 37,18
0,7 43 7 7 43 7 7 7 7 7 7 43 7 7 46 47 7 50 12 48 12 12 12 12 48 12 12 48 12 12 12 12 12 12 36 43 48 52 53 48 43 46 55 53 55 53 50 48 50 48 43 50 48 46 43 46 50 46 51 53 53 51 56 53 51 49 51 49 53 55 57 59 59 60 57 62 62 62 62 33,80
0,48 33 40 40 38 36 33 35 33 31 31 40 40 38 36 38 40 43 40 38 36 55 57 60 55 36 60 35 59 33 57 40 36 38 31 33 36 38 40 43 31 33 38 35 33 48 50 55 45 28 57,51
0,40 43 43 35 35 43 40 38 40 43 43 40 40 43 38 38 40 38 35 40 43 40 43 45 40 45 40 40 47 45 38 38 38 40 42 43 45 47 50 52 47 52 47 52 50 55 50 55 47 52 47 52 47 52 50 55 50 55 47 52 47 52 47 52 50 55 50 55 47 52 47 52 47 52 50 55 50 55 47 52 47 52 47 52 55 52 52 55 55 50 47 50 47 45 43 45 43 40 43 45 43 45 43 45 43 40 45 45 43 40 38 38 40 43 40 43 45 47 45 43 40 43 45 47 47 45 47 50 47 50 50 47 50 52 57 57 48 57 48 57 52 55 57 57 45 57 45 57 47 59 50 62 52 64 40,155
0,43 35 40 35 45 36 43 35 42 33 38 33 38 43 33 42 33 40 31 36 31 40 31 36 33 42 31 40 39 36,30
0,47 50 50 47 45 47 40 38 40 38 35 33 35 43 47 50 50 50 47 50 52 52 50 47 45 43 40 43 45 47 45 43 47 50 52 52 50 50 47 47 50 52 52 50 52 47 43 43 45 45 43 45 43 40 38 43 43 43 45 52 50 38,62
0,38 40 41 43 45 48 43 40 41 43 45 46 48 50 45 50 52 53 52 50 48 50 43 38 40 41 40 41 43 45 43 41 40 41 40 36 38 41 38 33,40
0,41 45 38 41 45 41 38 43 36 40 43 40 36 43 41 43 41 41 36 38 38 41 45 41 38 34 38 41 45 41 38 31 36 40 43 40 36 40 29 33 36 41 36 33 36 33 38 38 41,49
0,51 50 48 48 51 48 43 46 48 46 41 43 41 36 39 39 50 51 50 48 46 48 46 48 51 51 48 55 53 53 55 58 50 50 48 46 48 29,38
0,52 52 49 52 51 51 49 47 49 47 44 42 40 42 49 52 54 56 54 52 54 56 54 52 49 47 49 42 44 42 40 42 42 40 56 59 56 59 59 56 59 59 56 54 59 56 54 52 56 54 59 56 54 52 54 52 49 49 47 49 47 44 44 42 40 42 47 49 52 51 54 52 35 37 35 32 35 30,78
0,35 40 42 43 40 35 35 43 40 36 33 35 39 40 42 39 40 35 40 42 43 40 47 42 43 42 40 36 33 35 39 40 42 39 40 35,36
0,40 42 43 47 52 54 55 54 50 45 43 47 48 47 45 47 47 48 47 50 54 55 54 50 59 57 55 54 54 55 54 52 47 45 33 35 36 40 45 47 48 52 54 55 54 52 54 54 59 35 40,51
0,47 56 54 52 47 44 42 40 37 49 56 54 52 49 44 42 40 39 51 61 59 56 51 37 35 32 30 49 59 28 57 52 25 49 23 44 35,37
0,35 47 38 50 35 47 33 45 35 47 38 50 35 47 38 50 35 47 33 45 35 47 38 50 35 47 38 50 35 47 33 45 35 47 38 50 40 52 35 47 38 50 42 54 38 39 38 36 38 41 50 51 41 53 39 51 38 50 36 48 34 46 36 48 36 43 45 46 45 48 46 45 46 45 43 41 35 47 36 48 35 47 38 50 38 50 36 48 35 47 33 45 35 47 32,95
0,42 40 44 40 44 40 44 37 42 39 40 37 39 36 37 39 40 42 44 46 47 49 50 54 43 42 40 38 35 33 31 33 30 33 30 31 33 35 37 38 40 41 43 45 48 45 46 41 38 40 45 43 44 50 47 49 50 54 51 52 54 51 47 44 42 40 42 39 40 42 44 46 47 50 52 50 51 54 52 54 51 42 42 42 44 47 50 51 52 54 51 44 44 47 44 44 49 49 47 55 58 56 59 56 58 56 52 53 56 49 49 47 44 47 49 47 49 46 37 36 35 34 42 44 42 45 42 30 46,129
0,36 38 40 40 41 43 48 50 51 48 51 55 53 46 48 50 50 51 53 55 50 50 50 43 48 50 53 55 31,29
0,31 34 34 31 36 31 34 31 34 36 41 39 34 38 41 38 34 27 24 27 34 34 36 38 39 41 43 43 36 32 43 36 32 41 38 34 39 36 32 27 29 31 34 36 38 34 36 38 39 31 39 34 37 34 37 39 24 27 34 32 31 34 31 39 27 31 32 27 24 36 34 38 31,73
0,37 44 46 42 44 44 40 42 35 37 40 42 40 37 37 37 37 39 35 37 32 39 39 44 46 42 44 42 39 44 46 42 44 37 37 39 35 32 30 35 32 32 35 37 32 32 32 32,48
0,35 38 38 40 38 38 35 35 38 38 35 35 31 31 28 28 26 28 31 31 38 35 38 35 35 33 31 28 31 28 26 23 26 26 38 35 33 28 31 35 35 28 31 33 31 28 31 31 35 33 31 33 33 35 31 31 35 35 35 38 35 35 33 31 35 33 31 30 28 28 31 33 35 33 31 28 31 28 26 28 28 26 26 23 26 26 28 31 33 31 28 35 38 38 35 33 35 33 31 31 28 26 28 26 28 31 35 38 38,109
0,42 45 42 42 42 40 38 35 33 35 30 28 30 28 21 23 23 21 23 47 49 50 49 47 45 42 40 38 40 42 45 42 45 45 45 42 40 42 50 49 47 42 33 35 38 47 35 37 38 35 45 45 45 33,54
0,46 58 45 57 38 50 41 53 50 62 50 62 52 64 50 62 48 60 45 57 38 50 41 53 38 50 36 48 48,29
0,48 48 51 46 41 43 41 39 39 41 43 41 43 46 48 51 48 43 46 36,20
0,47 49 51 51 49 47 49 47 46 47 46 47 44 43 44 46 47 47 47 49 47 46 47 51 49 47 46 44 42 39 39 42 44 56 51 49 47 49 51 49 42,41
0,40 42 45 47 40 40 40 42 45 42 47 40 40 40 42 45 42 42 40 40 40 42 45 42 47 40 40 40 42 45 42 42 42 37,34
0,52 50 52 47 40 45 47 45 40 40 37 40 42 40 40 40 33 35 38 42 38 42 38 42 45 47 40 43 47 50 54 55 57 59 59 57 55 57 55 52 50 52 43,43
0,47 49 52 54 52 50 52 54 52 49 47 49 45 42 45 47 49 47 49 52 44 40 37 40 42 45 42 45 42 35 37 40 47,33
0,48 55 53 24 31 29 55 51 48 46 48 31 27 24 22 24 53 60 58 29 36 34 60 56 53 51 53 36 32 29 27 29 36,33
0,32 31 32 39 31 32 36 36 34 29 29 34 32 27 34 29 29 31 34 31 34 31 36 31 34 32 39 32 39 41 36 36 38 39 41 43 43 41 39 39 36 36 36 38 39 39 38 36 41 43 39,51
0,50 43 53 43 52 43 52 43 50 43 50 48 43 50 50 48 48 47 48 48 40 48 38 47 36 45 47 57 55 52 48 45 43 40 36 33 31 28 24 21 19 16 12 12 16 19 21 24 28 31 33 23 29 32 20 36,56
0,32 39 32 44 51 32 44 31 39 31 43 51 31 43 29 41 29 44 51 29 44 27 39 27 44 51 27 44 25 41 25 44 51 25 44 24 39 24 44 51 24 44 22 46 24 48 25 46 26 44 27 46 29 48 31 46 32 44 32 39 32 44 51 32 44 31 39 31 43 51 31 43 29 41 29 44 51 29 44 27 39 27 44 51 27 44 25 41 25 44 51 25 44 24 39 24 44 51 24 44 25 37 36 32 37 36 32 36,108
0,40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 39 40 42 40 35 40 40 40 40 44,60
0,44 42 40 37 44 49 49 49 49 47 47 44 44 42 42 40 40 37 37 37 37 37 49 49 49 47 47 44 44 42 42 40 40 40 40 37 37 44 42 42 40 40 37 42 40 40 37 37 40 40 37 42 49 40 37 40 37 37 49 49 37 49 42 40 42 40 42 44 47 44 47 47 44 44 42 42 40 42 40 40 37 35 37 37 42 40 37 37 49 37 49 37 49 37 49 37 32,97
0,44 56 46 58 39 51 48 60 51 63 48 60 44 56 41 53 39 51 44 56 46 58 39 51 48 60 51 63 48 60 46 58 44 56 39 51 44 56 46 58 51 63 48 60 51 63 48 60 44 56 41 53 39 51 44 56 46 58 48 60 46 58 44 56 32,65
0,45 47 45 42 40 38 42 30 33 35 45 47 45 42 40 38 40 42 45 47 47 50 47 45 42 40 38 42 45 47 50 42 40 35 38 59 57 54 57 54 47 38,42
0,58 61 58 56 58 56 56 54 53 47 49 51 51 54 53 49 46 58 62 42 54 44 56 46 58 49 61 46 58 44 56 46 58 44 56 44 56 42 54 41 53 35 47 37 49 39 51 39 51 42 54 41 53 37 49 39 51 39,58
0,52 54 52 54 57 49 47 45 47 45 47 45 52 50 52 54 54 52 49 47 40 45 42 45 47 40 38 35 33 35 38 38 35 33 40 38 35 42 40 42 47 45 42 45 47 50 52 50 52 50 52 50 52 50 52 50 52 50 52 50 52 50 52 54 52 54 52 54 52 54 52 54 57 54 45 47 52 54 57 59 57 59 62 64 42,85
0,51 50 48 46 48 50 46 45 46 45 41 43 41 41 38 41 38 36 34 33 34 41 33 34 41 33 34 34 33 34 41 33 34 41 33 34 41 33 34 41 33 34 41 34 34 29,46
0,35 37 37 39 39 37 35 34 35 37 32 44 39 42 37 39 47 46 44 43 40 39 40 40 42 42 44 42 37 39 37 39 37 39 35 32 39 39 42 39 42 37 35 34 37 35 34 32 44,49
0,36 48 33 45 29 41 33 45 38 50 36 48 31 43 28 40 26 38 29 41 33 45 31 43 28 40 24 36 26 38 33 45 31 43 36 48 33 45 34 46 33 45 38 50 33 45 34 46 33 45 38 50 33 45 34 46 33 45 38 50 33 45 34 46 33 45 38 50 33 45 34 46 33 45 40 52 33 45 34 46 33 45 45 57 33 45 34 46 33 45 41 41 53,93
0,35 44 46 47 46 47 47 46 46 44 42 44 44 42 40 39 44 46 47 47 47 47 46 44 42 44 47 49 51 51 44 46 47 46 47 47 46 46 44 42 44 44 42 40 39 59 58 54 51 32 44 49 34 46 51 35 47 35 47 35 47 35 47 34 46 32 44 30 42 30 42 32 44 35 47 34 46 30 42 32 44 32 44 35 47 34 46 32 44 27,90
0,45 48 53 43 48 52 41 46 50 45 48 53 41 41 41 45 48 45 41 43 43 43 45 43 40 36 41 41 41 45 48 45 41 45 41 43 36 41 41,39
0,35 37 35 39 42 41 37 37 34 37 35 35 34 35 39 37 32 34 39 39 37 39 41 42 47 46 44 46 44 44 46 48 48 46 48 46 46 44 45 46 30,41
0,47 51 42 47 47 51 46 49 42 46 47 51 42 47 47 51 46 49 47 51 49 53 47 51 46 49 44 47 42 46 44 47 46 49 47 51 44 49 39 38 38 46 44 42 37 37 38 35 35 42 37 37 38 46 49 47 44 47 46 46 44 42 44 44 44 46 47 46 44 35 39 42 41 39 37 37,76
0,42 43 42 40 42 40 38 35 43 35 33 33 31 31 28 28 31 33 35 40 38 35 38 33 33 33 35 36 38 40 42 43 42 40 42 40 38 35 43 35 33 33 31 31 28 50 47 50 50 47 47 45 42 40 38 47 45 38,58
0,45 43 41 43 38 41 38 41 38 43 38 41 47 45 38 43 45 47 48 47 45 35 43,23
0,49 52 47 50 44 47 48 45 49 42 45 48 44 49 47 45 50 45 50 45 49 50 48 49 45 48 45 49 47 45 42 30 32 33 30 28 40 44 33 42 45 42 45 47 48 49 47 47 45 45 42 45 47 42 48 49 47 47 47 42 45 42 42 45 40,65
0,44 46 43 44 43 41 36 34 41 43 44 46 43 44 43 41 37 34 36 41 56,21
0,40 40 40 40 40 39 37 37 37 37 37 39 40 40 40 40 40 39 37 37 37 37 37 39 47,25
0,44 45 47 56 52 47 44 45 44 45 44 45 44 45 44 42 44 45 54 51 45 42 44 42 44 42 44 42 44 42 44 42 40 42 44 42 44 45 44 45 47 45 47 49 47 49 51 52 53 54 55 56 57 58 59 44,56
0,43 45 43 41 43 38 41 38 36 38 33 36 33 31 33 31 29 26 24 26 29 26 29 31 29 31 33 24 26 29 26 29 31 33 33 31 29 29 31 33 36 38 36 38 40 38 36 36 31 33 36 41 43 45 43 41 36 26 24 26 29 26 29 31 29 31 29 29 31 29 45,71
0,37 40 44 45 47 45 44 42 44 42 40 37 44 45 44 35 32 30 28 25 32 37 39 40 44 42 40 39 37 35 32 28 25 27 25 23 20 18 16 23 25 27 28 30 35 39 40 44 45 47 35 37 40 37 40 44 42 40 40 37 40 37 35 37 35 32 35 32 28 28 30 28 25 25 23 25 27 30 28 35,80
0,35 38 38 42 31 36 36 40 47 47 45 43 42 43 47,15
0,38 40 43 45 47 50 50 47 45 43 43 55 55 55 54 54 54 52 50 40 43 40 43 45 47 48 47 45 43 50 50 50 47 45 35,35
0,31 43 41 39 38 38 35 31 31 36 38 39 38 43 38 31 34 39 43 38 41 36 39 35 38 35 38 31 35 26 31 19 31 24 36 26 38 27 39 26 38 24 36 22 34 27 39 29 41 31 43 32 44 31 43 29 41 31 43 38 50 38 40 42 50 43,66
0,47 49 40 42 40 49 47 49 40 37 37 49 47 49 42 40 42 44 37 37 49 47 49 52 47 47 49 47 49 45 42 37 40 42 49 54 52 59 61 52 54 33 30 54,44
0,40 52 42 54 50 62 47 59 50 62 52 64 47 59 45 57 42 54 30 42 35 47 38 50 40 52 42 54 47 59 35 47 38 50 40 52 42 54 40 52 40 52 47 59 45 57 42 54 40 52 42 54 42 54 50 62 47 59 45 57 47 59 52 64 50 62 47 59 45 57 42 54 42 54 47 59 35 47 38 50 40 52 42 54 40 52 40 52 42 54 45 57 33 45 35 47 38 50 35 47 35,101
0,43 47 42 45 33 38 45 50 45 43 43 42 40 40 38 37 34 37 40 40 42 47 42 47 42 40 39 42 47 45 47 48 50 40 52 43 55 42 54 40 52 36 48 38 50 38 50 38 50 36 48 35 47 31 43 33 45 35 47 36 48 38 50 39 51 40 52 42 54 43,70
0,44 46 44 44 46 42 49 46 42 51 47 42 51 52 51 45 40 45 49 52 54 52 49 52 50 49 50 49 45 47 45 40 38 40 33 33 33 47 45 42 38 35 38 42,44
0,54 54 52 50 50 52 49 49 47 45 47 49 50 52 54 54 54 54 54 52 50 52 52 54 51 60 59 57 55 54 52 50 54 57 50 52 53 52 50 52 50 54 52 50 49 50 49 47 42 40 38 37 30 55 54 52 54 42,58
0,54 52 54 54 54 52 57 55 54 52 54 42,12
0,32 35 32 39 37 30 34 30 37 35 40 39 35 32 35 35 37 42 39 32 35 32 39 37 30 34 30 37 35 40 39 35 32 35 37 35 28,37
0,36 48 38 50 39 51 38 50 36 48 43 55 38 50 36 48 38 50 36 48 38 50 39 51 43 55 38 50 36 48 31 43 41 53 39 51 41 53 39 51 41 53 42 54 41 53 36 48 34 46 33 45 33 45 34 46 36 48 37 49 36 48 34 46 33 45 34 46 36 48 39 51 42 54 44 56 39,77
0,40 41 40 36 33 40 41 40 38 35 41 43 41 40 38 40 41 40 38 38 31 31 36 33 37 45 43 43 42 42 40 40 38 37 34 35 35 38 37 42 37 35 33 40 33 31 38 33 28 30 38 37 42 37 33 40 33 31 38 33 28 30 38,63
0,20 49 51 27 32 22 23 30 32 34 35 37 34 30 27 27 49 47 20 44 27 32 22 23 30 34 35 37 39 37 34 30 27 23 51 52 51 20 27 32 22 23 30 32 34 35 37 34 30 49 27 47 49 27 47 20 27 32 22 23 30 34 35 37 39 37 34 30 20 27 39 23 27 32 22 23 30 32 34 35 37 34 30 27 42 27 20 44 27 32 22 23 30 34 35 37 39 37 34 30 27 32 34 23 35 37 39 37 35 37 35 37 39 44 46 47 46 42 37 35 37 35 34 35 35 37 34 32 32 34 30 25 27 25 23 25 27 25 27 32 34 35 37 39 35 37 39 40 39 37 35 37 34 35 30 32 30 25 27 23 22 23 20 22 23 25 27 23 22 23 27 25 27 30 27 30 32 34 35 34 35 37 35 39 35 42 46 47 46 44 46 47 49 51 54 51 56 39,198
0,37 39 40 42 44 44 49 51 52 54 56 59 61 52 49 47 49 61 59 56 54 49 52 54 49 47 49 52 49 47 49 49 47 44 40 42 44 49 47 44 42 40 42 44 32,45
0,41 41 34 32 36 44 41 39 44 41 39 36 34 34 36 34 32 34 34 32 29 32 36 41 44 43 41 43 48 48 46 44 41 44,34
0,29 32 34 46 37 34 41 39 41 34 37 45 29 32 34 29 32 39 44 34 37 39 35 41 34 32 34 39 41 39 41 37 32 31 43 29 30 31 32 33 34 36 37 39 41 49,46
0,53 51 53 53 51 49 45 44 45 49 54 57 56 54 49 51 51 53 51 53 56 63 61 56 55 54 56 58 61 65 63 44 41 42 43 44 37 39 40 41 32 34 35 36 36 32 29 32 34 28 27 25 27 25 13 25 27 28 29 31 32 32 34 36 38 39 37 34 41 41 39 37 46,73
0,39 39 39 37 39 27 30 32 32 32 30 32 34 27 30 32 32 30 32 34 32 34 37 39 42 44 42 46 46 46 46 46 46 46 46 46 46 46 46 44 46 51 49 51 49 25 27 30 30 27 30 32 32 25 27 51 34,57
0,39 42 39 42 44 42 44 46 44 46 49 51 51 49 46 44 46 49 46 46 39 42 44 44 44 46 39 42 44 46 51 51 49 46 44 46 49 51 51 51 51 49 49 49 49 46 46 46 46 44 44 44 44 46 46 46 46 44 44 44 44 42 42 42 42 39 42 44 44 46 51 44 42 44 44 46 44 42 44 42 39 39 37 39 39 39 27,87
0,31 33 28 40 48 47 48 40 48 47 48 40 48 47 48 50 47 43 38 43 40 40 48 47 48 40 48 47 48 40 48 47 48 52 50 45 47 7 14 19 26 23 31 21 29 40,46
0,33 30 28 42 42 40 45 38 38 37 42 35 35 37 40 38 33,17
0,41 38 36 38 41 38 36 38 33 31 38 38 36 34 41 36 38 38 36 38 41 43 46 45 41 43 41 38 36 41 38 36 38 31 34 36 33 29 31 38,40
0,34 37 29 29 27 29 27 25 22 25 27 29 22 25 27 29 27 25 22 25 34 32 27 25 27 29 41,27
0,30 31 24 28 31 27 24 31 19 24 27 26 19 24 26 22 17 17 13 10 16 21 24 17 21 19 5 16 20 23 16 23 33,33
0,38 36 41 34 33 36 34 38 36 41 43 46 43 46 43 46 43 41 31 38,20
0,34 36 34 36 32 34 36 39 41 39 41 34 36 39 41 44 41 44 41 44 46 43 44 43 41 39 39 44 41 36 41 36 34 39 32 32,36
0,35 38 40 42 45 42 42 40 38 40 38 40 38 37 38 42 45 42 47 47 45 42 45 50 50 47 45 45 42 42 38 40 37 38 37 33 33 28 30 33 30 38 37 35 33 35 35 37 38 37 38 37 35 38,54
0,32 39 37 39 40 39 37 40 39 37 35 37 35 32 30 28 25 27 51 46 51 39,22
0,41 32 37 39 41 42 41 39 44 46 44 39 41 42 44 41 42 41 39 37 37 34 37 42 41 39 37 37 39 37 39 41 39 41 42 41 42 44 42 44 46 44 46 44 32,45
0,39 34 38 39 34 38 39 34 38 39 41 34 38 39 46 34 38 39 34 38 39 34 38 39 41 34 38 39 51 34 38 39 34 38 39 34 38 39 46 34 38 58 39 34 38 39 34 38 39 34 38 39 41 43 39 41 63 34 39 41 29 34 34 39 41 34 39 41 34 29 46 34 39 58 57 41 56 34 39 41 27 34 39 41 34 39 41 27 46 44 39 53 52 41 51 39 41 46 34 29 34 39 41 39 41 29 34 46 34 39 41 58 59 60 41 43 48 31 36 36 41 51 43 50 49 48 24 41 43 45 29 41,132
0,43 42 40 42 40 38 43 45 47 50 48 48 47 48 47 45 43 45 47 55 33 42 40 31 30 38 35 62 40 42 43 59 35 33 42 40 31 30 38 35 57 55 54 52 40 43 47 35,48
0,25 27 28 30 28 27 25 27 25 23 23 25 32 34 37 18 42 44 20 42 37 22 37 39 23 40 40 39 37 21 39 40 20 18 42 20 47 18 42 23 27 47 25 28 49 27 30 51 51 25 49 47 23 49 51 52 54 21 20 52 18 51 52 51 49 51 49 16 47 18 42 20 44 46 22 42 37 23 35 25 26 30 42 30 47 30 54 27,88
0,43 43 42 38 33 35 38 40 31 33 35 36 35 33 30 27 30 31 28 28 30 32 33 35 36 38 40 43 43 42 40 38 33 35 42 40 45 33 45 31 47 48 30 47 28 45 43 28 43 42 43 42 27 36 43,55
0,35 40 42 40 35 33 35 28 26 28 35 31 33 31 33 35 28,17
0,38 38 40 42 45 47 50 47 45 38 42 42 47 45 42 40 38 35 38 38 40 42 35 38 38 35 42 33 40 45 42 40 45 45 42 40 45 45 47 38 42 40 45 42 40 38 35 40 42 40 38 35 33 42 40 38 45 42 40 42 40 38 42,63
0,28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 20 28 25 25 20 28 25 23 40 20 40 28 40 25 40 25 40 20 28 39 25 23 20 28 25 25 37 20 37 28 37 25 37 23 37 20 28 39 25 25 20 28 25 23 20 28 25 49,135
0,50 45 50 52 53 52 50 52 48 50 52 52 53 52 50 48 50 48 53 48 53 55 57 55 53 57 55 48 50 52 52 53 52 50 48 50 41 50 46 41 46 48 50 50 43 52 48 43 48 50 52 53 52 50 52 53 55 57 57 57 57 57 38,63
0,44 42 40 42 40 42 44 42 40 35 32 35 37 44 42 40 42 39 37 35 37 38 39 39,24
0,37 39 44 44 42 44 41 42 37 39 41 39 41 39 46 48 46 41 44 41 39 37 39 34 27 29 32 34 41 39 37 34 32 34 41 41 39 41 44 43 39 41 46 41 44 41 39 41 39 37 39 34 37 39 41 42,56
0,31 33 40 38 36 33 31 28 31 33 31 33 40 38 36 38 48 50 52 50 50 48 50 52 55 52 50 50 21 24 45 26 47 29 48 47 45 24 45 47 48 26 50 28 31 28,46
0,35 33 35 38 40 38 40 42 35 38 40 42 40 45 42 30 33 35 40 40 40 38 35 35,24
0,52 51 49 51 47 47 44 47 49 49 49 49 56 54 54 51 52 51 44 42 44 47 47 47 44 47 44 44 47 49 51 52 51 47 52 51 49 47 49 51 52 52 52 54 52 51 49 37,48
0,28 30 31 33 35 40 38 38 35 40 42 43 42 40 43 45 47 45 42 40 38 37 44 37 42 37 40 42 44 47 44 47 44 47 49 47 44 42 44 40,40
0,28 40 39 37 40 25 37 39 40 27 39 35 37 39 32 23 34 35 37 39 20 37 35 42 40 27 40 39 39 37 25 37 35 39 37 22 30 37 37 28 42 42 44 44 23 37 28 39 40 39 37 27 39 39 40 39 35 25 37 39 23 39 27 42 40 40 39 20 39 35 35 35 25 40 39 37 40 27 39 35 35 35 27 35 40,85
0,40 43 38 40 35 26 28 31 33 35 38 35 33 31 28 26 28 35 33 35 33 35 38 40 38 35 38 40 43 40 38 38 40 38 35 33 35 33 31 28 31 33 35 31 33 38 35 47 50 52 47 45 50 47 45 43 45 47 43 43 45 40 43 38 26,65
0,35 38 40 42 42 47 45 47 50 45 42 45 47 50 45 40 40 42 45 47 50 52 50 47 47 47,26
0,29 31 33 36 33 31 29 24 26 29 31 33 36 33 31 31 29 31 29 31 33 36 33 31 29 24 26 29 33 31 31 29 26 24 26 29 29,37
0,39 41 42 41 39 46 41 34 37 54 56 39 41 42 41 39 37 39 51 53 54 42 44 46 49 46 30 25 30 34 34 41 38 38 39,35
0,41 42 43 42 41 42 52 54 50 50 52 54 52 47 50 52 49 49 50 52 54 49 49 50 47 47 46 47 52 50 49 50 49 47 44 49 37,37
0,33 29 26 33 29 26 33 29 26 34 31 26 36 31 28 33 29 26 33 29 26 33 29 26 33 29 26 33 29 26 33 29 26 34 31 29 36 38,38
0,57 52 50 52 45 45 57 52 50 52 45 45 57 52 50 52 45 45 57 52 50 52 45 45 43 38 40 57 52 50 52 45 45 57 52 50 52 45 45 57 52 50 52 45 45 57 52 50 52 45 45 36,52
0,42 41 39 37 32 34 35 34 32 30 37 35 39 39 42 34 37 32 34 35 39 34 32 37 34 39 39 46 46 51 51 58 34 39 39 46 46 51 51 58 44 46 47 51 42 44 47 59 46 58 42 54 44 56 34,55
0,47 49 49 49 40 44 47 49 47 49 52 54 54 54 54 57 56 49 52 59 35 37 38 42 57 45 56 44 49 52 54 30 54 52 54 28 52 49 25 30 32 33 35 37 37 37 37 37 35 37 37 37 42 42 42 44 45 44 40 40 35 37 35 37 35 37 40 37 28 30 28 30 42,73
0,41 43 44 43 41 44 43 44 45 46 47 48 49 50 51 51 48 51 53 51 48 46 51 53 51 48 46 43 60 58 39 55 58 38 53 51 48 51 51 50 48 46 51 51 50 50 48 46 34 51,50
0,48 50 48 45 43 40 50 48 50 47 55 52 43 48 50 52 54 56 52 45 57 48 52 50 52 50 48 50 52 45 45 43 40 48 47 48 50 43 45 45,40
0,28 29 40 31 29 41 28 29 31 33 34 36 31 29 41 45 31 36 38 36 29 36 31 38 26 41 45 31 43 41 41 41 41 48 40 40 38 38 36 36 33 29 31 41,44
0,38 38 38 38 40 41 43 36 36 36 36 36 36 38 40 41 45 43 41 41 43 36 29,23
0,39 37 39 35 37 39 42 39 37 39 35 32,12
0,42 45 47 47 50 49 47 45 47 45 42 40 38 42 45 47 47 47 50 49 45 52 54 42 45 47 47 50 49 49 47 45 42 40 42 42 45 47 47 50 49 47 45 47 35,45
0,43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 43 55 43 55 40 52 43 55 45 57 48 60 43 55 43 55 40 52 43 55 48 60 45 57 48,49
0,40 42 38 33 38 40 42 40 42 45 49 50 42 45 49 50 47 49 47 45 40 42 38 33 47 45 43 42 38 40 38 37 42,33
0,42 37 39 37 39 37 35 35 37 39 39 37 35 32 35 37 35 35 35,19
0,49 52 49 47 49 49 52 49 47 49 52 49 47 49 14 15 16 18 20 21 23 25 27 28 30 32 33 35 37 39 40 42 44 45 47 49 51 37 52 54 56 39 40 42 44 44 49 51 52 54 56 59 61 52 49 47 49 61 59 56 54 49 52 54 49 47 49 52 49 47 49 49 47 44 40 42 44 49 47 44 42 40 42 44 32,85
0,36 36 37 39 42 41 39 44 46 44 46 49 51 53 51 49 51 46 44 56 56 39,22
0,56 59 61 56 56 59 54 52 54 56 54 52 54 49 49 51 52 49 52 54 56 54 52 54 56 54 56 52 54 56 49 61 47 59 49 61 42 54 40 52 42 54 44 56 47 59 44 56 42 54 44 56 37 49 40 52 42 54 44 56 42 54 35 47 37 49 32,67
0,42 38 40 33 40 44 40 36 40 36 42 38 42 37 39 41 43 44,18
0,46 44 39 24 27 29 46 44 24 39 22 44 46 44 39 24 27 31 46 44 24 39 27 44 29 22 46 44 20 39 22 17 15 24 46 44 22 39 15 44 17 20 46 44 39 46 44 39 44 17 48 46 48 46 48 53 17 48 46 19 48 46 48 46 48 55 19 48 46 12 48 46 48 51 48 46 20 48 44 46 44 41 39 41 39 15 41 44 48 46 44 15 39 17 41 15 44 51 46 44 48 46 17 41 39 20 44 44 27,109
0,51 49 47 54 52 51 48 44 49 51 52 51 52 49 51 47 46 47 46 47 46 47 46 46 47 42 37 39 42 44 47 49 42 51 54 54 54 42 51 40 49 47 49 39 42 51 51 51 49 47 44 39 36 32 27 28 46 47 46 42 44 30 32 35 39 42 44 47 51 42 37 49 37 35 39,75
0,25 26 29 32 37 35 33 32 30 28 30 23 35 35 37 35 35 33 32 32 32 33 35 32 37 39 40 42 40 44 42 40 42 44 42 42 40 42 33 35 37 39 40 44 32 33 33 37 35 35,50
