labels,notes,notes_len
0,38 39 38 36 39 38 36 39 38 36 38 29 38 39 38 36 36 34 34 29 41 39 34,23
0,40 38 47 38 36 45 36 35 43 33 31 40 33 31 38 29 31 36 33 35 36 38 35 31 28 45 47 48 40 38 47 38 36 45 36 35 43 33 31 40 33 31 38 29 31 36 33 35 36 40 38 36 35 33 31 38 40 42 43 45 47 48 40 45 47 48 50 48 47 48 45 45 48 50 52 53 52 50 48 47 48 50 47 43 40 55 53 52 50 48 48 47 45 47 40 40 47 48 47 45 47 52 47 45 47 41 47 48 47 45 47 52 50 48 45 47 45 44 53 52 50 48 50 52 47 45 36,127
0,42 44 45 45 47 45 44 45 44 42 42 44 45 45 44 42 40 42 40 42 40 37 37 42 44 42 42 37 42 37 35 33 47 45 47 49 47 49 40 42 45 44 42 42 42,45
0,53 65 52 64 50 62 50 62 48 60 50 62 48 60 45 57 48 60 53 65 52 64 50 62 50 62 48 60 50 62 53 65 55 67 57 69 55 67 57 69 57 69 55 67 53 65 55 67 53 65 50 62 53 65 52 64 53 65 52 64 50 62 50 62 48 60 45 57 48 60 50 62 38 40 38 41 38 41 43 45 48 53 53 50 48 50 53 55 55 53 50 48 43 41 45 48 48 45 45 43 43 45 46 45 45 46 45 40 43 45 41 43 41 50 53 55 57 55 53 53 50 50 41,123
0,30 33 37 40 37 40 37 30 33 35 37 42 40 37 40 35 37 40 35 30 33 35 33 37 33 35 30 33 35 33 37,31
0,37 40 40 40 42 45 42 40 37 30 33 35 37 40 42 40 42 40 37 38 35 33 35 37 42 40 42 45 47 49 52 49 49 49 47 49 47 45 42 45 47 45 42 40 38 37 35 28 33,49
0,39 44 47 42 46 47 39 42 46 47 42 46 47 30 39 42 46 47 35 47 42 46 47 39 42 46 47 42 46 47 39 39 42 37 46 35 47 34 39 42 46 47 39 42 46 47 39 42 46 47 37 39 42 35 46 34 47 32 47 39 44 46 47 39 44 39 47 39 44 39 35 47 39 34 44 32 39 42 46 30,80
0,43 41 48 43 41 41 39 46 41 39 36 37 38 39 38 45 39 38 33 36 36 35 33 35 36 38 39 41 43 39 36 43 41 38 50 34 46 41 53 39 51 46 58 44 56 43 55 41 53 43 55 43 46 50 53 58 43,57
0,43 43 43 45 46 45 46 48 50 48 46 46 45 41 38 43 41 41 43 45 46 48 46 50 50 50 48 46 48 50 46 41 43 45 46 48 48 41 43 45 46 48 50 51 53 51 50 48 46 45 43 41 43 31,54
0,39 41 39 31 39 43 39 43 38 41 39 43 41 44 41 46 43 48 39 43 48 50 51 50 46 43 39 41 39 36 39 39 41 39 41 43 34 46 31 43 34 46 36 48 34 46 31 43 34 46 36 48 36 48 39 51 36 48 39 51 41 53 39 51 41 53 43 55 41 53 39 51 41 53 39 51 38 50 39 51 43 38 50,83
0,44 44 44 44 42 39 42 39 37 35 32 35 35 32 32 32 35 37 39 37 35 37 35 39 44 39 37 39 46 39 49 49 48 49 48 49 49 48 49 51 48 44 47 48 49 51 47 44 47 42 40 39 40 42 42 42 42 40 39 37 39 37 39 39 31 43 32 40 34 39 35 38 37 39,74
0,37 35 37 35 35 37 39 42 44 47 44 42 42 44 45 47 49 51 49 51 49 47 44 42 44 42 37 39 35 39 42 44 47 47 49 51 49 51 49 47 44 47 49 51 49 47 44 42 44 47 44 47 35,53
0,50 52 54 55 57 55 54 50 48 47 45 47 45 43 45 43 42 40 42 38 40 42 43 42 40 38,26
0,44 35 37 35 44 47 49 47 44 49 42 40 42 40 37 40 42 37 42 44 45 44 42 40 44 44 40 32,28
0,36 38 36 45 43 41 45 43 41 43 45 48 38 41 31,15
0,34 37 39 39 46 46 39 46 44 42 41 39 37 39 41 39 39 39 41 39 37 34 30 27 39 37 34 34 39 39 41 39 37 39 34 39 39 34 32 30 32 30 32 34 32 34 37 46 44 46 41 39 37 39 39,55
0,49 51 49 51 49 51 49 51 49 51 49 51 49 51 49 51 42 46 44 47 42 46 44 47 42 46 44 47 42 46 44 47 42 46 44 47 42 46 44 47 42 46 44 47 42 46 44 47 40 44 42 46 40 44 42 46 40 44 42 46 40 44 42 46 40 44 42 46 40 44 42 46 40 44 42 46 40 44 42 46 39 40 39 30,84
0,43 50 50 51 50 48 46 48 39 45 46 45 41 38 43 50 53 55 53 50 48 46 48 50 48 46 48 46 43 46 43 41 43 41 38 36 38 50 48 43 48 43 46 43,44
0,38 43 43 43 46 45 43 43 41 43 45 45 43 41 43 43 41 38 38 43 43 43 46 43 43 41 38 36 34 38 36 36 38 41 41 43 41 38 36 36 29 33 31 26,44
0,46 48 46 41 43 45 43 38 38 36 41 38 36 29 31 38 46 48 46 41 43 45 43 38 38 36 41 38 36 29 31 34 46,33
0,25 26 28 29 31 33 36 34 38 36 31 36 33 33 36 33 38 34 34 34 34 34 33 31 29 28 33 25 26 28 29 33 38 29,34
0,55 53 52 48 45 43 41 40 40 41 40 36 33 50 52 53 52 48 46 45 43 41 48 36 43 36,26
0,45 50 42 47 45 40 43 42 40 38 38 38 38 38 38 38 50 50 38 38 38 38 38 38 49 50 49 49 47 46 47 40 42 43 45 45 45 45 45 45 50 50 45 49 50 45 43 42 40 38 59 57 56 54 52 51 49 47 45 44 42 42,62
0,48 51 51 52 51 49 51 52 51 49 47 44 51 52 51 49 51 52 54 52 51 37,22
0,27 27 29 27 27 36 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 29 27 27 36 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 27 36 29 34 27 32 27 36 27 29 27 39 27 27,69
0,49 54 56 58 58 56 54 54 49 54 56 58 59 61 66 61 59 61 66 68 70 71 73 46,24
0,51 56 49 56 47 49 51 46 44 42 39 44 46 27,14
0,51 52 51 44 46 47 51 54 49 51 47 54 56 51 54 56 49 54 47 51 42 44 46 47 49 51 56 32,28
0,39 42 49 37 46 37 44 37 42 37 46 25 34 32 25 49 37 46 37 44 37 42 37 44 25 32 30 25 49 37 46 37 44 37 42 37 46 25 34 32 25 49 37 46 37 44 37 42 37 44 42 42 44 25 49 32 56 30 54 25 37,61
0,46 41 47 50 43 46 41 46 41 43 47 50 46 47 50 30 35 37 38 37 35 38 37 35 33 42 38 40 42 38 40 33 38 33 40 38 33 33 37 45 41 40 43 41 45 40 43 41 45 40 43 41 38 43 40 37 45 31 43,59
0,38 37 35 33 30 42 30 42 30 42 30 42 30 42 50,15
0,36 38 43 40 38 36 43 41 40 41 45 34 38 40 43 33 45 48 52 38 50 43 40 38 36 45 55 41 53 41 39 34 36 29 32 34 32 34 39 36 36 36 36 36 36 36 36 36 40 40 38 37 29 36 29 31 26,57
0,47 50 52 50 47 45 42 45 42 45 47 45 42 45 42 40 42 54 52 50 47 50 52 50 47 50 47 45 42 45 47 50,32
0,48 50 52 50 50 48 50 48 45 50 50 48 45 40 45 43 48 48 50 52 57 57 55 52 50 50 52 50 52 43 45 48 43 38 40 36 31 52,38
0,47 49 49 49 49 42 42 45 49 49 49 51 52 52 52 52 51 51 51 47 47 47 42 42 42 42 44 44 45 45 47 47 40 40 42 40 40 42 42 42 42 49 49 51 51 52 52 51 51 47 47 47 45 45 45 45 44 44 45 47 44 42 40 42 42 42 37 37 37 42 42 42 44 44 42 42 42 42 44 44 39 42 32 37,84
0,33 38 38 38 38 45 45 43 48 45 43 45 43 41 41 38 36 38 38 38 43 43 41 43 43 45 43 45 43 41 38 36 33 38 38 33,36
0,47 47 47 47 47 47 45 45 45 45 45 45 45 43 45 45 45 45 42 38 35 38 40 40 43 43 43 43 40 43 45 45 43 45 47 50 52 47 52 52 52 52 50 50 45 45 45 45 45 50 45 43 45 45 47 50 52 47 45 47 43 43 43 40 43 45 47 50 47 45 47 52 23,73
0,42 39 42 39 44 35 44 35 46 37 46 47 46 46 42 39 42 39 44 35 44 35 46 47 46 44 42 35,28
0,47 50 57 54 57 54 50 52 52 50 52 50 49 47 45 47 42 54 45 40 38 50 40 38 40 38 35 33 28 33 30 52 38 35 42 40 45 42 40 38 50 37 35 35 38 42 40 52 38 40 42 45 42 54 42 45,56
0,39 39 38 39 34 34 34 41 44 39 43 41 44 43 46 41 44 39 43 38 41 36 39 34 38 34 33 32 29 34 34 38 29 34 34 38 34 39 34 39 39 43 43 46 39 43 39 41 39 41 39 41 39 41 39 43 46 39 43 34 38 41 38 41 39 43 41 44 43 41 39 38 38 39 38 36 34 34,78
0,42 45 47 47 50 49 47 45 47 45 42 40 38 42 45 47 47 47 50 49 45 52 54 42 45 47 47 50 49 49 47 45 42 40 42 42 45 47 47 50 49 47 45 47 30,45
0,42 44 46 44 46 44 42 39 42 44 37 39 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 37 44 32 46 44 42 39 37 42 44 34 37 32 30 39 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 37 44 32 46 44 42 39 37 42 44 32 37 40 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 34 42 37 44 37,111
0,20 30 32 32 30 27 20 20 32 30 27 20 32 30 27 20 20 30 32 32 30 27 20 20 32 30 27 20 32 30 27 20 20 30 32 32 30 27 20 20 32 30 27 20 32 30 27 20 20 30 32 32 30 27 20 20 32 30 27 20 32 30 27 20 32 32 35,67
0,32 34 29 34 37 39 41 44 44 44 39 39 39 39 37 36 32 29 32 34 34 29 32 34 37 41 44 39 39 37 41 48 48 48 48 48 44 39 39 39 37 37 36 36 36 32 27 29 30 32 32 34 36 37 39 41 42 41 44 44 36 37 37 36 32 32 34 29,68
0,45 36 45 43 45 36 45 43 45 36 48 48 46 45 36 45 43 45 36 48 46 45 41 43 31 29 28 22 50 50 50 48 46 43 45 46 48 50 52 53 55 57 30,43
0,26 38 26 38 57 55 54 50 45 45 42 40 30,13
0,35 47 45 42 43 43 33 45 45 43 42 35 47 45 42 43 43 47 47 46 42 42 42 49 50 49 50 49 47 42 42 49 50 49 50 49 47 42 47 49 50 52 52 49 50 49 47 49 49 45 42 40 38 35 33 35 38 35 38 35 42 43 43 43 40 47 40 40 42 45 42 47 23,73
0,38 40 42 40 38 40 42 40 45 45 43 42 42 40 38 40 38 35 42 45 47 45 42 45 45 40 52 42 54 43 55 42 54 40 52 38 50 37 49 38 50 35 47 37 49 38 50 40 52 42 54 40 52 42 54 43 55 47 59 45 57 35,62
0,53 19 50 53 53 55 58 58 55 53 53 55 53 55 50 48 53 55 53 50 48 53 53 55 53 58 58 55 53 50 48 53 53 50 48 43 46 41,38
0,36 44 36 36 44 43 41 39 41 32 41 39 41 43 44 36 44 36 36 44 46 39 51 49 48 48 51 51 49 48 49 46 44 48 51 48 46 44 46 49 53 55 56 58 56 60 29,47
0,39 44 46 48 48 49 48 48 46 48 44 41 43 44 45 46 47 49 51 50 50 46 46 51 39 39 46 48 46 45 41 41,32
0,48 47 47 38 47 45 45 43 42 42 40 40 38 38 45 45 47 47 43 45 47 48 50 50 48 40 42 43 45 48 47 47 47 45 43 40 38 35 33 45 31 43 43 50 48 40 52 38 50 38 50 40 52 42 54 40 52 47 59 45 57 33,62
0,43 45 47 43 48 45 50 43 52 40 38 52 36 52 48 36 45 36 48 48 47 55 52 55 52 35 43 48 45 35 43 45 38 45 36 43 35 40 31 36 36 33 41 31 40 29 38 31 40 29 38 28 36 31 35 36 33 38 40 41 28 36 38 40 41 33 36 41 43 40 36 55 57 29 38 59 60 59 57 59 60 43 59,83
0,52 50 47 47 45 43 40 38 33 35 38 42 43 45 43 45 47 45 45 43 45 47 45 43 40 47 52 50 57 54 50 45 43 42 43 42 34 38 38 41 38 34 34 29 27 31 39 34 39 36 38 55 57 62 35,55
0,42 44 44 39 37 35 42 44 44 39 37 42 44 44 40 39 37 42 44 40 37 39 37 39 34 32 30 32 44 44 42 39 30 32 34 35 37 39 40 42 44 46 47 49 51 52 42 54 44 56 44 56 39 51 37 49 35 47 42 54 44 56 44 56 40 52 39 51 37 49 37 49 39 51 34 46 32 44 27 39 30 42 32 44 51 46 44 42 44 47 39,91
0,42 42 33 35 33 33 35 38 38 35 37 33 42 42 47 45 42 40 40 38 37 44 37 35 37 37 37 35 34 35 37 30 29 27 41 42 41 39 42 41 39 38 38 36 36 34 36 38 33 45 33 38 38 33 33 40 33 45 35 43 42 42,62
0,28 31 33 31 52 50 47 45 42 43 42 35 38 40 38 40 35 33 35 38 38 31 33 35 33 35 26 28 31 33 33 35 38 40 38 40 43 42 35 33 35 31 28 31 28 31 28 26 26,49
0,41 44 46 49 48 46 44 46 37 37 41 42 42 39 37 39 34 37 39 39 37 34 37 30 34 32 30 32 34 36 37 39 37 39 41 42 46 44 53 65 53 65 53 65 39 41 44 46 46 44 46 49 58 56 58 56 53 41,58
0,45 47 45 45 42 40 42 42 35 38 33 35 37 35 33 35 30 33 35 35,20
0,26 28 31 33 35 33 31 28 26 28 31 33 35 38 33 33 33 26 33 33 35 33 31 33 33 33 26 28 31 28 36,31
0,42 45 44 42 40 42 37 40 42 45 44 42 40 37 52 49 47 49 54 54 52 49 52 47 49 45 44 52 49 47 44 42 37,33
0,49 47 45 42 40 42 47 49 47 45 45 42 40 37 35 37 42 44 42 40 28 30 33 35 37 40 42 42 44 40 37 42 44 42 40 49 50 52 49 47 45 42 40 49 50 49 47 28,48
0,54 54 53 51 53 49 53 49 58 56 53 54 53 51 49 51 39 45 44 42 39 42 44 42 39 39 37 37 37 38 33 38 33 45 47 45 42 45 47 47 51 51 47 51 47 42,46
0,40 41 45 48 38 45 40 48 45 45 43 50 45,13
0,41 41 43 44 46 48 48 53 48 46 48 36 41 41 43 44 46 48 48 53 46 44 46 46 48 41 46 48 39 39 36 41 36 48 46 46 44 43 44 29 41,41
0,38 36 53 29 38 39 41 48 39 46 38 45 38 43 29 33 45 31 34 46 31 51 29 50 27 46 22 43 29 45 31 46 33 48 34 50 38 39 41 41 53 39 38 36 53 39 51 38 50 36 48 34 46 36 48 38 50 34 46 31 38 50 33 41 45 29,66
0,36 38 41 43 41 40 38 38 40 41 48 45 48 50 52 50 45 48 43 45 48 50 48 50 41 43 45 38 29 31 33 26 38 24 36 26 38 36 48 33 45 33 45 31 43 26 38 24 36 29 41 36 36 33 36 38 41 40 38 36 38 33 36 29 26 29 36 33 31 31 31 29 31 33 36 33 31 31 33 36 33 31 26 24 31 33 29 36 41 45 50 43 48 36 41 36 41 45 50 43 48 45,102
0,25 29 36 36 37 25 36 32 39 37 32 34 34 34 34 34 39 34 36 39 36 36 36 34 37 42 37 37 37 42 37 44 32,33
0,23 42 35 37 42 35 37 35 42 22 20 42 35 37 42 35 37 35 42 18 16 42 35 37 42 35 37 42 35 37 35 18 42 35 37 42 35 37 42 35 39 39,42
0,48 45 48 45 47 48 50 47 50 55 57 50 52 48 50 52 48 45 45 50 52 50 50 50 43 41 40 52,28
0,31 33 40 33 38 31 33 43 40 40 36 38 31 33 40 33 38 33 36 45 40 40 36 31 33 36 31 31,28
0,38 38 40 40 38 38 35 35 38 35 38 35 35 31 31 28 28 26 28 31 31 31 31 33 31 28 31 28 26 26 28 26 31 31 31 33 31 33 38 35 35 38 40 38 40 38 35 38 40 38 40 38 35 38 26 26 38 35 33 31 33 31 26 31 38,65
0,48 48 48 46 43 46 48 50 48 43 48 48 51 48 46 41 43 48 48 48 46 43 46 48 43 41 36 38 39 43 41 39 38 36 34 36 48,37
0,37 40 40 37 42 40 37 37 35 32 37 35 37 37 40 37 35 37 35 32 30 28 30 30 32 35 37 37 35 37 35 32 32 44 42 42 40 37 35 32 35 44 42 35 37 40 28,47
0,38 38 36 38 33 38 38 36 38 36 31 33 29 26 26 26 24 26 24 21 21 21 21 24 21 26 24 26 28 29 31 31 36 36 38 38 36 38 33 45 38 38 36 31 36 31 33 26 29 26 26 26 24 26 24 21 21 21 21 24 21 26 26 24 36,65
0,35 47 46 42 42 39 39 46 47 46 42 39 37 34 35 37 36 37 42 44 39 40 39 40 39 37 42 46 47 47 46 42 42 46 47 47 46 42 35 34 35 40 40 39 40 42 40 39 40 35 25,51
0,44 48 37 41 32 37 32 37 32 36 36 39 34 37 39 42 37 41 34 42 42 54 41 53 39 51 41 53 37 49 32 44 42 54 41 53 39 51 41 53 36 48 32 44 42 54 41 53 39 51 41 53 34 46 36 48 37 49 42 54 41 53 39 51 41 53 42 54 42 54 41 37 41,73
0,44 54 53 44 56 53 51 51 49 48 49 49 47 49 53 56 56 54 53 54 54 53 51 53 49 53 51 51 49 48 46 48 49 41,34
0,39 37 39 41 44 46 39 41 39 41 37 39 37 34 44 37 39 37 41 46 37 41 39 37 46 46 44 39 49 37 46 32 36 44 42 32 37 41 37,39
0,48 48 47 45 45 40 43 45 43 52 50 48 47 45 48 50 38 33 36 38 43 45 40 43 40 45 45 43 40 43 40 38 36 35 33 52 36 40 50 38 40 38 45 33 36 55 52 50 52 50 48 36,52
0,38 40 42 14 26 16 28 21 33 18 30 14 26 18 30 21 33 23 35 19 31 26 38 31 43 35 47 33 45 47 50 47 50 47 50 47 50 49 52 47 50 47 50 47 50 47 50 49 52 43 47 43 47 45 49 43 47 43 47 45 49 43 47 43 47 43 47 47 50 45 52 52 57 42,74
0,36 36 36 36 36 36 36 36 35 35 35 35 35 35 35 35 34 34 34 34 34 34 34 34 33 33 33 33 33 33 33 33 36 36 36 36 36 36 36 36 35 35 35 35 35 35 35 35 34 34 34 34 34 34 34 34 33 33 33 33 33 33 33 33 30 33 38 33 33,69
0,48 50 48 50 48 46 43 41 46 48 43 48 50 53 50 48 46 43 41 46 43 48 48 50 48 50 48 46 43 41 46 48 43 36 48 36 50 34 34 53 31 50 31 48 29 46 27 31 43 41 34 34 46 26 43 24 48 26 27 28 29 31 48,63
0,39 51 42 54 44 56 44 56 44 56 42 54 39 51 37 49 39 51 39 51 39 51 42 54 42 54 44 56 44 42 39 37 35 32 37 49 35 47 37 49 39 51 42 54 44 56 32 44 34 46 37 49 44 56 42 54 39 37 35 32 34 35 42 37 39 37 39 37 35 37 35 40 39 37 36 37 39 40 41 35 42,81
0,38 40 42 40 50 52 54 52 38 40 38 40 50 52 50 52 38 40 42 33 50 52 54 45 32 33 35 33 44 45 47 45 33,33
0,34 46 33 45 31 43 33 45 26 38 29 41 31 43 34 46 33 45 31 43 33 45 31 34 39 34 39 43 39 45 31 43 30 42 30 42 31 43 33 45 31 43 30 42 34 46 33 45 31 43 33 45 31 43 33 45 34 46 33 45 31 43 33 45 31 34 39 34 39 43 39 26 38 24 36 22 34 24 36 17 29 19 31 22 34 19 31 22 34 21 33 41 41 45 29,95
0,38 42 37 35 38 42 40 38 40 45 42 42 40 38 35 38 40 38 33 31 30 28 26 28 30 33 38 40 38 40 38 40 42 50 49 50 52 57 38,39
0,35 47 45 47 50 52 49 47 45 47 45 40 42 40 42 40 42 40 42 40 42 40 42 40 42 40 42 40 50 52 50 45 47 47 50 45 42 40 42 40 42 45 47 45 47 50 52 50 47 45 47 52 49 47 45 47 49 42 45 47 45 47 45 47 47 47,66
0,32 35 32 37 32 35 37 40 37 35 37 28 35 30 28 30 28 30 28 30 28 30 28 25 23 25 28 30 32 30 28 30 32 40 42 44 40 42 42 40 37 35 37 40 37 35 37 35 37 35 37 35 37 47 42 47 47 47 47 47 47 47 47 49 49 44 42 40 42 40 42 40 37 35 37 42 37 37 35 32 25 28 30 32 30 30 28 25 23 25 37 40 42 44 47 44 44 44 52 51 47 49 43 44 42,105
0,42 43 45 50 43 42 40 38 37 42 54 47 59 49 61 50 62 52 64 49 61 50 62 42 54 38 50 43 55 45 57 47 59 49 61 45 57 38,38
0,41 39 38 34 29 43 48 43 50 43 51 50 48 46 48 48 46 44 46 44 43 44 41 43 46 43 41 39 41 41 46 48 51 53 51 50 46 41 43 46 43 41 43 39 38 36 39 41 43 41 39 36 34 31 34 36 34 36 32 31 32 34 36 38 39 38 39 36 38 39 41 43 44 44 44 46 48 50 51 53 55 44,82
0,47 49 51 54 16 20 23 32 35 39 42 51 49 51 49 18 47 25 30 44 34 37 47 42 51 54 49 51 49 51 49 47 44 42 44 47 44 42 39 49 16 51 23 54 28 32 35 51 40 54 56 54 51 49 47 49 51 54 39 51 37 49 35 47 37 39 35 42 44 47 49 51 49 47 42 47 49 47 44 42 44 27,82
0,41 48 46 45 43 45 36 36 45 34 43 34 43 33 41 34 38 41 48 46 45 43 45 36 41 48 46 45 41 43 41 40 38 36 38 48 50 50 46 48 45 46 43 45 41 48 43 40 38 36 31 29 38 29,54
0,32 36 37 39 34 32 29 27 32 37 32 37 32 32 44 42 41 32 37 39 32 44 46 44 37 39 32 34 32 39 32 30 39 41 39 32 36 32 37 36 39 37 41 46,44
0,36 39 41 36 41 43 46 48 46 44 46 39 41 44 46 48 53 51 48 31 34 36 41 43 44 46 48 46 48 41 44 46 48 46 39 41 46 44 43 41 43 44 48 44 43 41 36,47
0,36 36 36 41 41 39 36 39 36 39 41 36 36 36 41 41 39 36 39 36 34 36 36 36 36 41 41 39 36 39 36 39 41 36 36 39 36 34 36 32 29 27 29 29,44
0,39 40 39 39 37 35 40 40 39 39 37 37 35 35 34 35 39 39 40 39 37 35 39 37 35 42 35 44 46 47 42 42 51 52 51 52 51 55 51 49 51 56 51 52 47 47 47 59 46 58 47 59 49 61 47 59 46 58 44 56 43 55 39 51 37 49 39 51 35 47 34 46 35 47 34 46 35 47 34 46 32 44 30 42 28 40 27 39 27 39 28 40 32 44 30 42 30 42 40 39 37 49 39 51 44 56 39,107
0,44 46 49 51 49 46 42 44 51 51 51 49 51 49 42 44 46 54 51 49 46 44 46 46 44 42 44 46 49 46 44 42 44 46 46 44 44 42 42,39
0,40 40 33 42 45 54 52 50 47 52 52 54 52 33 38 40 45 42 35 38 40 35 33 42 45 42 40 35 38 38 40 42 45 38 28 30 42 33,38
0,35 35 35 36 36 36 36 38 38 38 38 40 40 38 36 35 47,17
0,39 39 37 37 37 39 39 41 39 41 42 39 44 37 39 41 37 56 34 46 36 48 49 37 51 39 41,27
0,44 39 42 42 44 47 44 47 44 47 49 47 51 49 47 44 42 32 39 30 39 37 39 37 39 42 39 42 44 39 42 32 42 44 47 35 44 47 44 47 49 32 47 49 51 30 44 47 49 27,50
0,49 37 47 37 45 37 44 37 42 49 37 47 37 45 37 44 37 42 45 47 44 49 51 53 54 54 52 49 52 54 49 57 56 54 52 54 49 47 45 47 49 44 49 54 56 57 56 57 56 52 54 54 56 57 56 54 56 54 52 54 56 57 56 54 42,65
0,46 32 35 47 37 47 46 47 46 44 42 34 35 39 44 44 46 46 47 34 47 47 46 42 30 42 46 47 49 47 46 29 32 37 32 34 35 51 37 51 39 56 56 59 56 51 54 58 59 54 30 42 33 45 37 42 47 49 49 51 57 51 56 44 52 49 49 54 39,69
0,40 43 45 52 45 48 24 28 26 24 23 55 21 52 23 50 19 47 52 50 52 47 45 31 43 38 35 33 31 48 47 45 47 45 43 40 52 50 48 47 45 47 45 43 40 31 43 33 45 35 47 40 52 38 50 40 52 31 43 33 45 36 48 57 55 53 52 50 48 36,70
0,37 56 39 54 52 37 49 35 32 54 35 56 32 52 35 54 32 52 32 30 28 52 30 54 32 56 37 61 35 59 37 56 40 54 42 40 52 49 37 40 52 40 49 37 39 37 35 47 32,49
0,48 50 55 55 55 55 55 52 48 53 53 53 52 52 50 50 50 50 50 52 48 52 48 48 52 48 48 47 48 48 48 55 53 53 48 50 55 55 55 55 43,41
0,54 54 51 54 56 59 58 56 56 54 51 54 56 56 56 59 56 54 54 51 49 49 51 49 47 49 54 51 49 47 49 51 54 51 54 56 51 49 51 56 54 51 49 49 47 49 51 59 58 56 54 30,52
0,39 37 41 39 37 30 37 32 36 37 39 37 44 37 41 29 41 27 39 27 39 25 37 25 37 46 49 41 39 37 34 41 34 38 41 42 39 32 39 37 29 34 32 37 33 37 37 28 40 30 42 32 44 33 45 35 47 33,58
0,25 27 25 22 27 27 30 39 39 42 32 32 37 39 37 39 37 39 37 39 37 39 37 34 44 32 27 46 46 30 51 34 32 44 44 34 51 32 27 42 30 44 46 34 49 32 44 46 27 39 30 37 27 39 34,55
0,32 34 35 32 39 37 35 37 32 43 39 20 27 32 35 39,16
0,56 56 54 52 52 51 51 49 49 47 44 46 47 46 47 49 47 49 51 49 51 52 51 52 54 52 54 56 54 52 54 56 54 52 56 58 56 54 56 58 56 54 58 47 59 42 54 40 52 39 51 47 59 42 54 40 52 39 51 42 54 40 52 39 51 37 49 39 51 44 56 37 49 44,74
0,26 29 29 29 31 33 31 29 29 29 31 33 31 29 33 36 36 36 33 36 36 33 33 31 29 31 33 26 26 26 29 31 33 31 29 29 31 29 33 38 36 43 29 41,44
0,42 49 47 45 47 45 42 49 47 49 47 45 42 54 42 44 48 49 51 46 50 51 53 54 51 53 54 56 49 49 58 55 56 58 59 56 58 59 61 59 59 58 56 56 36 48 32 44 36 48 37 49 40 52 37 49 39 51 42,59
0,39 39 40 42 42 40 39 39 40 44 44 42 42 40 40 42 42 44 44 42 42 45 45 44 42 42 40 40 39 39 40 42 42 40 40 39 39 40 44 44 42 42 40 40 42 44 44 42 42 45 44 40 32,53
0,35 37 37 37 39 37 35 35 42 39 42 39 42 39 37 37 35 37 37 35 32 35 35 44,24
0,43 45 43 45 48 50 52 50 48 52 50 52 48 50 48 45 45 43 45 48 43 45 43 41 38 38 43 45 41 40 38 38,32
0,39 40 42 35 42 40 42 45 45 45 45 45 47 47 47 44 44 44 44 42 44 42 40 40 40 40 40 40 40 39 40 42 42 42 42 42 42 40 42 45 45 45 45 45 47 47 47 44 40 42 43 45 47 45 50 47 45 43 45 43 42 43 40 40 42 43 42 43 42 40 43 42 40 42 43 48 47 40 50 48 47 52 51 51 47 45 42 40 39 35 35,91
0,32 34 44 43 39 44 43 39 34 36 44 43 39 44 43 39 32 34 34 36 37 36 32 36,24
0,34 41 41 39 38 34 31 34 36 34 33 34 31 33 34 36 38 39 41 41 41 46 45 41 36 38 38 38 41 38 36 34 31 34 36 34 33 34 31 33 34 36 38 39 41 43 46 41 43 46 41 43 46 41 43 46 38 50,58
0,37 40 37 40 37 40 37 40 37 39 39 40 39 37 35 37 40 47 37 40 47 37 40 37 40 47 35 39 40 39 40 42 40 37 40 47 37 40 47 37 40 37 40 47 39 40 42 40 37 37 40 37 42 40 37 42 40 42 40 37 40 47 32 40,64
0,34 32 35 34 32 34 32 30 35 34 32 37 35 34 35 34 32 35 34 32 32 32 35 34 32 37 35 34 35 34 32 25,32
0,42 49 42 49 42 47 49 45 47 45 42 42 49 42 49 42 47 47 45 47 49 49 47 49 52 37 45 44 42 42 44 45 49 42 44 45 49 42 44 45 49 42 44 45 49 42 44 45 49 42 44 45 49 42 44 45 30,57
0,39 39 41 46 34 45 44 42 46 39,10
0,42 45 47 49 47 45 47 45 40 45 47 49 52 47 49 45 25 28 32 33 32 35 30 37 40 28 42 45 27 47 45 33 32 47 30 29 45 40 45 47 49 52 47 49 45 25,46
0,48 50 48 46 43 38 43 41 43 45 43 46 48 50 48 46 43 38 43 41 43 45 43 34 46 36 48 34 46 36 48 34 46 36 48 38 50 38 50 36 48 34 46 34 46 31 43 29 41 31 43 31 43 34 46 36 48 34 46 36 48 34 46 38 50 41 53 41 53 38 50 36 48 34 46 38,76
0,29 32 29 37 25 27 27 30 30 30 34 30 34 30 34 30 34 27 32 36 32 37 39 41 39 37 37 41 41 42 41 32 37 41 39 37 39 37 39 37 44 44 44 46 46 46 44 44 46 46 46 41 42 44 44 48 48 44 46 44 44 46 44 44 44 44 44 49 27 29 30 32 34 36 37 39 41 42 44 48 49 46 48 49 48 48 49 49 25 37,90
0,19 24 21 26 24 28 26 29 24 29 28 19 24 21 26 24 28 26 29 24 29 31 33 36 36 41 40 41 43 48 43 40 45 43 43 28,36
