intro,outro,solo
32 34 32 34 37 30 34 32 30 27 30 30 32 25 34 37 34 32 34 37 32 30,34 32 34 34 30 32 34 32 32 30 30 27 32 32 32 30 32 37 34 32 34 30 32 34 34 34 39 37,39 37 34 37 37 39 37 34 37 42 44 42 39 42 51 49 49 34
39 44 51 49 47 49 42 51 47 46 44 39 44 51 49 47 49 51 54 54 46 49 47 47 46 44 51 49 46 42 44,39 39 42 42 44 44 35 39 37 37 35 37 39 39 39 39 42 42 44 44 35 39 37 37 35 35 39 39 42 42 44 44 35 39 37,44 42 35 37 42 39 44 42 35 44 42 37 39 39
40 39 37 39 40 32 33 35 37 35 33 32 30 25 28 32 30 32 33 35 37 35 33 32 30 30 32 33 39 37 35 27 30 28,40 39 37 39 40 32 33 35 37 35 33 32 25 28 32 30 32 33 35 37 35 33 32 30 30 32 33 40 39 30 37 35 40 39,35 37 40 47 49 44 37 40 44 42 44 49 44 47 47 49 16 21 20 21 51 49 47 11 44 15 20 18 20 47 18 42 16 15 37 39 16 40 37 39 40 42 44 45 47 40 49
43 41 39 38 38 46 39 31 41 39 38 36 38 48 46 39 48 44 43 41 43 44 46 43 39 36 44 43 44 43 39 38 41 39,46 43 46 43 41 39 38 38 39 41 43 44 43 41 39 39 38 39 34 39 41 43 34 44 43 41 39 38 38 46 39 31 41 39 38 36 36 38,51 53 55 56 57 58 58 58 58 58 58 58 58 58 39 41 43 46 43 46 43 41 39 38 39 41 41 39 34 46 43 46 43 41 39 38 39 39 41 43 46 46
44 47 44 42 42 32 42 37 35 37 37 37 35 37 37 39 42 39 42 39 37 37 37 35 37 39 47 39 42 30 39 37 32 35,30 30 30 32 39 39 39 37 35 37 37 39 39 37 35 32 35 30 39 42 42 39 42 44 42 39 37 35 37 37 37 35 37 39 44 39 42 42,54 54 51 54 56 59 58 56 56 54 51 54 56 56 56 59 56 54 54 51 49 49 51 49 47 49 54 51 49 47 49 51 54 51 54 56 51 49 51 56 54 51 49 49 47 49 51 59 58 56 54 30
39 49 47 40 40 40 39 40 40 39 40 39 40 42 44 42 37 39 37 37 39 37 37 39 37 35 37 35 39 37 42 44 42 42 44 42 42 42 47 46,30 39 30 39 35 37 30 39 30 39 35 42 39 37 35 35 44 35 44 40 42 47 35 37 39 40,37 39 42 39 42 44 44 39 42 44 37 35 37 35 39 37 35 32 35 37 32 30 25 23 20 23 25 23 27 30 30 30 27 30 32 35 37 39 42 30
42 39 37 37 37 37 35 39 34 34 34 34 30 32 32 32 32 30 32 34 32 48 47 45 40 45 45 43 40 40 38 36 38 40 45 43 40 38 40 36 38 40 40 38 36 38 35 48 47 45 40 45 45 43 40 40 38 36 38 40 45 43 40 38 40 36 38 40 40 38 36 38 35,39 44 44 44 44 44 42 44 46 44 44 44 42 39 39 39 39 39 37 39 32 44 44 44 44 44 42 44 46 44 44 44 42 39 39 39 39 39 37 39 42 39 37 37 37 39 37 35 39 42 32 44 44 44 44 44 46 44 42 39 42 39 37 37 37 37 35 39 34 34 34 34 30 32 32 32 32 30 32 34 32 39 44 44 44 44 44 42 44 46 44 44 44 42 39 39 39 39 39 37 39 32 44 44 44 44,40 38 40 35 40 34 37 39 41 39 37 41 39 39 39 37 34 46 45 43 38 43 45 46 45 43 38 38 41 43 41 43 45 43 41 38 41 38 36 38 31 29 31 29 33 36 33 36 33 36 33 36 33 36 33 36 33 36 33 33 31 29 31 26 29 30 29 27 25 27 25 27 34 42 41 39 37 39 41 42 44 46 44 42 44 42 49 46 44 46 53 51 49 46 53 54 53 51 46 44 56 44 56 43 55 44 56 43 55 39
45 45 45 45 42 38 40 35 42 40 38 40 35 42 38 40 40 45 42 37 38 38 37 35 37 38 40 33 47 45 42 42 40 38 42 40 33 35 38 35,38 38 38 38 38 38 38 35 38 38 38 38 38 38 38 33 33 33 33 33 33 35 33 35 38 38 38 38 38 38 38 35 38 38 38 38 38 38 38 33 33 33 33 33 33 35 33 35 35 35 35,33 40 33 40 35 35 35 30 38 37 35 30 42 40 38 35 33 35 45 42 40 38 40 42 40 33 35 42 40 38 33 35 35 35 37 38 40 45 43 42 38 30 30 33 35 33 35 42 40 38 35 40 38 35 30 35 42 40 38 33 35 38
46 47 49 42 46 49 52 51 51 49 49 47 46 44 47 44 49 47 46 47 46 47,39 44 51 51 39 44 51 51 52 49 47 46 47 49 42 46 49 52 51 51 49 49 47 46 44 47 44,51 56 59 58 54 51 54 56 51 58 59 58 58 39
42 47 47 47 42 44 42 44 45 44 42 44 42 40 42 44 45 44 42 45 44 44 44 44 44 42 40 39 37 44 42 39 35 37 44 42 39 35 37 35 32 37 40 39 37,37 39 40 39 37 37 39 37 40 42 44 42 40 39 40 39 37 37 39 37 35 37 39 35 32 30 32 32 37 39 40 39 37 37 39 37 40 42 44 42 40 39 40 39 37 42 42 42 44 45 44 42 40 45 44 42 45 44 44 49 49,37 39 40 39 37 39 37 40 42 40 44 42 40 42 40 37 44 42 37 42 44 45 44 42 40 44 44 49 51 52 51 44 47 44 49 44 49 51 52 51 49 47 49 44 44 42 40 42 44 49 44 42 47 44 42 45 39 37 44 42 40 44 44 56 37
39 39 40 39 37 37 35 37 39 35 32 32 28 32 35 39 35 32 39 35 32 35 35 35 37 37 37 37 37 39 39,39 39 40 39 37 35 34 35 35 35 37 34 32 30 25 27 39 39 40 39 37 37 35,44 56 42 54 42 54 41 53 42 54 41 53 39 51 39 51 39 51 51 39 35 47 37 49 37 49 37 49 39 51 40 52 42 54 42 54 42 54 42 54 42 54 30 32 33 35 37 39 40 42 44 45 47 49 51 52 54 56 57 59 61 63 66 39
32 27 30 27 25 23 25 23 25 25 23 25 27 27 32 27 30 27 25 23 25 23 26 25 23 25 27 20 22 23 20 26 25 23 25 25 20,39 32 35 37 39 37 35 37 35 38 37 35 37 39 39 32 35 37 39 37 35 37 35 38 37 35 37 39 39 44 39 42 39 37 35 37 35 39 37 35 37 39 39 44 39 42,32 34 35 32 39 37 35 37 32 43 39 20 27 32 35 39
46 46 46 46 44 41 39 48 48 48 48 48 46 46 44 46 39 44 39 47 46 46 44,48 48 48 48 46 46 44 46 46 46 46 46 44 41 39 48 48 48 48 48 46 46 44 46 39 44,34 37 37 37 37 37 37 37 37 36 36 36 36 36 36 32 32 41 41 41 41 41 41 41 41 39 39 39 39 39 39 39 39 43 43 43 43 43 43 43 43 41 41 41 41 41 41 41 41 44 44 44 44 44 44 44 44 43 43 43 43 43 43 43 43 46 46 46 46 46 46 46 46 44 44 44 44 44 44 44 44 48 48 48 48 48 48 48 48 46 46 46 46 46 46 46 46 49 49 48 49
41 34 41 39 37 39 41 34 34 37 34 34 37 39 39 39 39 32 32 29 34 34 36 36 37 39 41 34 41 39 37 39 41 34 34 37 34 34 37 39 39 39 39 39 37 37 37 39 41 41 37 34,29 32 34 34 32 32 29 29 32 36 36 36 34 34 34 34 34 34 34 27 25 27 29 29 36 32 32 32 34 34 29 27 27 29 32 32 36 34 34 34 34 34 34 27 27 25 27 25 25 29 29 37 39 41 34,32 34 29 34 37 39 41 44 44 44 39 39 39 39 37 36 32 29 32 34 34 29 32 34 37 41 44 39 39 37 41 48 48 48 48 48 44 39 39 39 37 37 36 36 36 32 27 29 30 32 32 34 36 37 39 41 42 41 44 44 36 37 37 36 32 32 34 29
29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 34,29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 34,41 43 46 48 50 46 43 48 48 45 41 46 41 43 46 48 50 46 43 48 41 48 46 29
42 44 42 42 39 37 35 47 49 52 49 52 44 52 51 49 51 49 44 42 44 51 49 47 47 49 52 49 52 44 52 51 49 51 49 44 42 44 47 42 42 37 40,35 37 40 47 44 42 44 35 37 40 47 42 40 42 44 47 49 44 47 40 44 42 39 37 42 44 42 42 39 37 35 47 49 52 49 52 44 52 51 49 51 49 44 42 44 51 49 47,35 40 32 35 39 39 35 40 52 51 49 47 49 47 49 44 42 44 47 49 47 44 47 49 52 49 52 44 52 51 49 51 49 44 42 44 47 42 42 37 40 49 47 44 35
30 29 25 22 25 32 31 32 31 29 27 27 24 27 30 29 29 31 27 25 25 22 25 32 31 32 34 32 31 32,27 24 27 32 31 32 31 29 29 25 29 27 25 22 20 25 25 22 25 32 31 32 31 29 27 27 27 24 27 30 30 29 30 29 27 25 22 25 32,32 32 32 29 29 29 29 36 36 39 36 32 34 34 36 34 31 32 32 34 36 36 32 28 28 27 27 27
41 48 46 48 41 41 43 41 39 39 43 46 48 46 43 41 39,41 41 41 41 34 41 43 43 41 41 41 41 39 41 43 39 41 41 39 39 36 41 43 41 41 41 39 43 41 41 46,46 46 48 51 55 53 51 50 51 50 46 41 46 48 46 48 51 55 53 55 55 53 55 58 58 58 58 56 55 51 46 53 41
41 39 41 41 44 41 46 44 44 44 41 39 41 37 34 37 34 41 39 37 39 37 41 44 44 46 46 46 44 46 44 41 39 34 37 39 37,32 41 39 41 39 37 32 32 32 41 44 44 41 46 44 41 39 39 37 37 34 39 39 37 39 39 39 41 39 34 32 46 44 44 44 44 41 46 44 37 39 41 44 41 39 41,25 29 36 36 37 25 36 32 39 37 32 34 34 34 34 34 39 34 36 39 36 36 36 34 37 42 37 37 37 42 37 44 32
48 50 48 46 45 43 45 46 48 40 41 45 45 43 45 48 45 36 43 45 48 45 43 41,41 43 45 48 45 45 48 45 45 43 41 38 45 43 41 45 43 41 43 41 43 45 36 38 41 43 41 38 36 38 41,28 29 40 31 29 41 28 29 31 33 34 36 31 29 41 45 31 36 38 36 29 36 31 38 26 41 45 31 43 41 41 41 41 48 40 40 38 38 36 36 33 29 31 41
41 41 41 43 44 37 37 44 43 43 41 41 39 41 41 43 44 44 44 44 43 43 43 44 46 46 46 43 41 41 41 43 44 37 37 44 43 43 44 43 41,36 39 41 39 36 36 39 41 41 41 43 44 43 41 43 39 36 36 41 41 41 41 41 39 39 39 41 39 36 36 39 41 39 36 36 39 41 41 41 43 44 43 41 43 39 36 36 34 36,36 41 44 48 46 44 46 43 44 46 48 49 48 46 44 43 41 41 43 44 46 44 46 43 41 43 44 46 43 31 34 36 44 34 43 31 44 32 41 48 53 36
42 44 45 40 37 44 42 39 35 35 44 42 40 39 37 39,32 32 37 39 37 35 32 37 37 35 37 35 37 39 40 39 37 39 35,37 40 37 40 37 40 37 40 37 39 39 40 39 37 35 37 40 47 37 40 47 37 40 37 40 47 35 39 40 39 40 42 40 37 40 47 37 40 47 37 40 37 40 47 39 40 42 40 37 37 40 37 42 40 37 42 40 42 40 37 40 47 32 40
40 42 47 49 47 45 42 40 37 40 42 42 45 42 40 37 35 37 40 45 47 47 49 47 45 42 47 45 47 49 52 49 52 49 49 47 49 42 45 47 49 47 45 42 40 45 47 49 52 49 52 49 52 54 42 45 47 47 47 49 47 45 42 47 47 49 52 49 47 49 47 49 47 45 42 47 45,33 35 37 35 37 40 37 37 40 45 42 40 37 40 37 40 37 35 35 35 33 35 37 37 30 35 37 35 37 35 37 40 37 40 33 35 37 35 37 35 37 40 37 40 45 44 42 40 42 40 42 40 37 35 35 33 35 37 35 35 37 40 40 40 37 35 33 35 37 33 40 42 47 49 47 45 42 40,40 42 47 45 40 42 45 35 33 35 37 35 33 35 37 35 33 30 28 30 33 30 28 28 30 33 30 33 37 35 37 42 37 40 42 40 37 35 37 42 45 42 40 37 42 40 38 47 45 45 44 44 45 44 40 37 49 45 42 40 37 40 37 35 33 30 35 37 40 35 33 35 35 33 30 28 30 35 33 23 25 28 30 33 30 28 33
33 31 31 28 31 28 31 33 35 33 35 38 40 38 40 35 33 38 38 31 33 35 33 35 26 28 33 33 35 38 40 38 40 43 38 35 33 31 31 28 31 28 31 33 35 33 26 28 31,26 28 31 31 30 31 38 31 26 28 31 31 30 31 35 35 33 35 38 40 38 40 38 33 35 35 31 31 28 31 28 31 28 30 28 26 26 28 31 31 30 31 38 31 26 28 31 31 30 31 35,28 31 33 31 52 50 47 45 42 43 42 35 38 40 38 40 35 33 35 38 38 31 33 35 33 35 26 28 31 33 33 35 38 40 38 40 43 42 35 33 35 31 28 31 28 31 28 26 26
51 51 51 46 42 44 49 49 49 51 46 44 42 39 42 44 47 49 51 49 46 44 49 42 46 49 47,51 51 51 46 42 44 49 49 49 51 46 44 42 39 42 44 47 49 51 49 46 44 49 42 46 49 47 35,35 37 39 42 51 47 49 51 46 49 44 46 42 39 42 44 47 49 51 49 46 44 49 42 46 49 47 51
54 54 54 46 46 51 49 37 44 46 49 46 49 51 53 51 49 46 42 39 42 49 42 44 42 42,37 44 46 49 46 44 46 49 51 49 49 49 56 54 54 54 46 46 51 49 37 44 46 49 46 49 51 53 51 49 46 42,42 44 46 44 46 44 42 39 42 44 37 39 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 37 44 32 46 44 42 39 37 42 44 34 37 32 30 39 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 37 44 32 46 44 42 39 37 42 44 32 37 40 39 46 37 44 39 46 34 42 32 39 34 42 30 37 32 39 34 42 37 44 39 46 34 42 37 44 37
43 50 50 43 40 43 38 38 47 47 47 45 45 43 43 43 43 47 47 47 45 45,31 30 31 30 31 31 33 35 33 35 38 35 33 40 38 40 38 40 38 36 38 35 43 43,43 38 31 33 38 31 30 31 33 28 43 31
38 38 38 36 38 31 38 38 38 39 41 43 43 43 43 43 36 43 44 44 44 43 41 41 41 46 44 43 41 43 39 38 39 32 32 32 36 39 41 38 38 36 35,31 36 39 38 34 31 36 31 31 31 36 39 38 34 38 36 31 36 39 38 43 38 36 34 36,36 38 36 34 32 31 31 29 27 26 22 34 36 38 36 34 32 31 34 36 34 31 27 31 32 34 36 34 32 31 29 29 32 36 35 36 32 31 29 31 29 26 24 26 24 22 19 31
42 42 44 47 46 46 44 39 39 39 39 42 44 44 32 39 37 39 42 42 39 42 47 46 44 46 39 44 44 46 44 42 39 37 30 32 35,39 37 39 37 39 37 35 32 35 37 39 37 35 32 35 30 39 37 39 37 39 37 35 32 35 37 39 37 35 32 35 37 39 37 39,46 44 42 39 42 44 47 46 44 42 39 39 42 44 42 39 37 35 37 42 39 42 47 49 44 51 52 47 54 46 44 42 39 42 59 44 58 47 56 46 44 42 39 39 51 42 44 56 42 42 39 37 39 44 42 42 44 42 44 47 49 51 54 39
32 30 27 37 35 35 39 35 37 32 30 39 35 39 35 37 32 30 37 39 39 39 39 39 39 37 39 37 30 30 27 32 35 35 37 35 35 34 37 32 30 25 23 32 32 32 33 32 32 30 27 37 35 32 32 30 35 33 33 32 32 30 30 28 30 23 25 27 23,27 30 30 30 30 30 23 25 25 25 27 28 28 28 30 28 28 27 23 25 25 20 18 27 30 32 30 30 32 35 32 37 32 30 35 33 33 32 32 30 30 28 30 23 25 27 30 32 30 37 39 39 39 39 39 39 37 30 32 30 30 27 32 35 35,25 27 28 30 28 27 25 27 25 23 23 25 32 34 37 18 42 44 20 42 37 22 37 39 23 40 40 39 37 21 39 40 20 18 42 20 47 18 42 23 27 47 25 28 49 27 30 51 51 25 49 47 23 49 51 52 54 21 20 52 18 51 52 51 49 51 49 16 47 18 42 20 44 46 22 42 37 23 35 25 26 30 42 30 47 30 54 27
30 39 39 39 37 35 39 34 34 39 39 37 39 35 35 35 40 40 40 39 37 40 42 37 35 37 30 39 39 39 37 35 39 39 35 34 42 30 39 39 40 39 37 37 39 40 37 35 37 39 37,25 23 25 27 27 25 23 27 27 25 27 25 27 27 23 30 32 32 30 30 32 32 30 30 25 30 27 23 23 27 25 27 22 27 25 23 30 32 18 30 27 25 25,35 47 46 42 42 39 39 46 47 46 42 39 37 34 35 37 36 37 42 44 39 40 39 40 39 37 42 46 47 47 46 42 42 46 47 47 46 42 35 34 35 40 40 39 40 42 40 39 40 35 25
49 49 49 51 54 47 47 49 51 49 51 49 51 54 47 49 49 49 49 56 54 46 47 47 46 46 47 46 42 44 51 49,44 46 44 42 39 42 42 39 42 42 44 42 39 37 37 39 37 35 37 32 35 35 37 32 35 35 35 35 35 35 35 42 44 37 39 37 44 46 44 39 44 39 42 39 39 42 39 44 39 37,42 54 39 51 37 49 35 47 37 49 44 56 42 54 42 54 42 54 44 56 45 57 47 59 42 54 40 52 45 57 42 54 45 57 47 59 45 57 40 52 40 42 43 45 47 39 42 40 39 40 42 44 42 44 46 47 46 47 49 51 49 51 54 59 44
35 35 35 37 30 32 34 34 34 37 29 30 35 35 35 37 30 32 25 25 25 32 30 30 27 30 27 30 27 30 27 30 27 30 27 30 32 29 27 29 27 29 27 29 27 29 27 29 27 32 30 30 27 30 27 30 27 30 27 30 27 30 30 30 32 27 34 27 34 27 34 27 34,35 35 35 37 30 32 34 34 34 37 29 30 35 35 35 37 30 32 32 25 25 34 34 35 35 35 37 30 32 34 34 34 37 29 30 35 35 35 37 30 32 25 25 25 32 30 35 35 35,27 42 44 46 44 49 41 44 41 37 44 43 44 46 51 47 49 56 54 56 53 49 59 58 59 61 35 63
41 42 44 44 42 41 41 37 39 41 44 44 37 39 41 44 44 37 39 37 39 37 39 41 39 41 42 41 42 44 42 41 41 42 44 44 42 41 41 49 44 42 41 41 42 44 44 42 41 41 37 39 41 44 44 37 39 41 44 44 37 39 37 39 37 39 41 42 44 49,41 42 44 42 41 41 42 44 44 42 41 41 49 44 42 41 41 42 44 44 42 41 41 37 39 41 44 44 37 39 41 44 44 37 39 37 39 37 39 41 39 41 42 41 42 44 42 41 41 42 44 44 42 41 41 49 44 42 41 41 42 44 44 42 41 41 37 39 41 44 44 37 39 41 44 44 37 39,49 44 49 44 50 45 50 45 50 45 50 45 49 44 49 44 49 44 49 44 50 45 50 45 50 38 45 40 50 42 45 44 37 39 29 41 30 42 32 44 35 47 33 45 32 44 30 45 29 44 29 41 30 42 32 44 45 30 42 29 44 45 30 42 29 44 45 30 42 29 44 45 41 30
48 48 48 43 46 48 50 48 51 51 51 48 46 48 46 43 48 48 48 48 48 41 43 41 38 38 38 36 34 36 38 36,36 43 43 41 43 41 34 38 36 39 39 39 36 41 39 41 43 43 48 48 46 48 43 36 39 41 41 41 43 46 34 39 38 36 36,43 41 39 36 36 36 39 43 41 41 43 41 39 41 41 39 38 38 36 34 29 31 31 34 31 29 31 36 43 41 43 39 41 41 43 36 39 41 38 36 34 31 34 36 55 53 51 48 51 53 58 36 55
48 47 48 48 48 47 48 48 47 48 48 48 47 47 48 50 48 47 45 45 43 36 45 43 41 43 44 45 47 47 45 47 48 36 45 47 48 47 47 47 48 50 48 47 45 45 43 36 45 43 41 43 44 45 47 47 45 47 48 36 45 47 48 47 47 47 48 50 48,48 50 51 50 48 46 43 41 39 38 39 36 46 43 41 39 41 36 44 39 36 44 39 38 42 43 45 47 48 50 51 50 48 46 43 41 39 38 39 36 46 43 41 39 41 36 44 41 39 36 44 41 38 35 44 43 36 34 38 48 46 43 43 43 35 38 44 43 41 39 39 39 38 43 48 46 43 43 43 43 43,31 33 31 26 24 28 31 31 33 26 47 48 47 43 38 47 48 47 43 38 43 40 41 43 44 46 48 46 44 43 44 43 41 43 44 43 43 41 44 43 36 32 36 39 43 41 39 41 46 43 41 39 38 39 36 35 48
36 36 36 36 39 36 36 32 34 34 24 34 34 34 32 34 32 29 31 29 29 29 29 32 32 36 39 34 32 27 27 27 27 29 31 34 27 29 29,24 29 29 29 32 31 31 29 27 29 24 24 29 29 29 32 29 20 27 24 22 22 24 27 27 29 29 32 34 34 34 34 34 36 31 29 29 27 29,34 36 36 36 34 32 34 29 32 31 27 24 28 31 36 34 31 34 32 31 29 32 32 34 36 34 32 31 32 31 27 29 24
39 46 46 39 46 46 44 42 41 41 41 39 37 39 41 39 39 39 39 39 41 39 39 37 34 30 30 30 27 39 37 35 34 34 39 41 39 39 37 39 34 39 39 34 32 30 32 32 34 32 32 34 37 46 46 41 39 37 39,39 39 39 34 34 37 39 41 39 34 39 39 39 39 34 34 32 30 32 32 32 27 32 34 32 34 39 39 32 34 39 39 39 34 37 39 41 39 34 39 39 34 32 30 32 32 32 27 32 34 32 27 34 34 34 32 34 30 29 27,34 37 39 39 46 46 39 46 44 42 41 39 37 39 41 39 39 39 41 39 37 34 30 27 39 37 34 34 39 39 41 39 37 39 34 39 39 34 32 30 32 30 32 34 32 34 37 46 44 46 41 39 37 39 39
39 37 37 37 37 42 44 39 35 37 39 39 39 35 32 39 39 39 39 35 32 37 39 37 35 39 37 35 37 37 37 37 37 42 35 39 37 37 37 37 34 30 35 39 37 37 37 37 42 44 39 35 37 39 39 39 35 32 39 39 35 32 37 35 37 35,30 30 30 30 30 32 27 27 30 35 35 34 34 30 27 27 30 35 35 34 34 30 27 27 30 32 32 30 27 25 27 25 27 27 27 34 37 35 32 30 32 35 32 34 35 37 30 39 37 35 39 37 35 37 37 37 37 39 42 35 39,39 51 42 54 47 49 51 54 52 51 46 54 52 51 47 54 52 51 47 51 52 54 52 51 52 51 49 51 49 49 47 49 51 51 49 47 49 47 49 46 47 46 47 46 42 39 44 51 47 44 42 30
43 50 48 50 48 50 48 48 40 43 45 45 45 40 40 38 36 40 43 43 45 40 40 38 38 38 38 36 38 38 38 40 36,48 47 45 43 40 38 40 43 40 48 47 47 45 43 40 40 40 45 43 36 36 36 36 33 36 45 43 43 45 40 40,45 48 48 47 45 47 50 43 40 41 43 45 48 48 45 48 52 50 48 47 45 47 48 48
49 47 46 44 37 49 47 46 44 42 49 42 41 39 47 47 47 47 46 47 49 49 47 46 44 37 37 49 47 46 44 42 39 41 42 39 41 42 39 41 42 41 42 51 49 41 41 44 42,37 39 40 37 39 40 35 37 39 35 37 39 37 39 37 37 39 40 42 44 45 44 42 40 39 37 39 40 37 39 40 39 40 42 39 40 42 42 42 44 45 44 42 47 49 49 47 44 47 49 49 47,32 44 32 44 32 44 32 44 32 44 33 45 33 45 35 47 35 47 35 47 35 47 35 47 35 47 37 49 37 49 39 51 40 52 40 52 40 52 40 52 40 52 32 44 32 44 33 45 35 47 37 49 37 49 37 49 37 49 37 49 37 49 35 47 33 45 28 44 30 45 32 44 32 44 32 44 32 44 32 44 33 45 33 45 35 47 35 47 35 47 35 47 35 47 35 47 37 49 37 49 39 51 40 52 40 52 40 52 40 52 40 52 32 44 32 44 33 45 35 47 37 49 37 49 37 49 37 49 37 49 37 49 35 47 33 45 32 44 33 45 32 44 40 28 27 39 37 25 37
40 40 43 45 47 47 43 40 40 42 40 42 40 38 35 40 40 43 45 47 47 43 40 40 42 40 42 40 38 35 45 45 45 45 42 40 38 35 45 45 45 45 42 40 38 35 40 40,43 42 38 40 35 33 31 33 38 35 35 38 35 33 40 40 38 40 42 38 35 43 42 38 40 35 33 31 33 38 35 31 33 35 35 38 35 33 35 38 40,52 50 52 47 40 45 47 45 40 40 37 40 42 40 40 40 33 35 38 42 38 42 38 42 45 47 40 43 47 50 54 55 57 59 59 57 55 57 55 52 50 52 43
32 37 35 34 32 30 32 34 35 34 32 28 30 32 25 30 30 30 30 28 30 32 37 37 34 32 34 30 32 28 30 23 25,37 37 37 39 32 39 37 35 32 30 32 37 35 35 30 30 30 32 25 32 30 30 25 28 25 27 32,37 39 40 42 44 44 52 52 51 49 47 44 45 44 42 40 44 37 42 44 45 45 47 49 49 51 52 54 52 52 51 49 51 37 37
42 45 42 35 42 40 38 40 42 42 40 40 33 35,50 49 50 42 49 45 47 45 47 45 42 45 42 40 38 40 38,38 37 35 33 30 42 30 42 30 42 30 42 30 42 50
41 44 39 41 41 41 41 41 41 39 39 37 39 39 37 39 41 34 34 37 39 41 34 37 39 41 44 41 39 37,41 41 41 41 41 39 39 37 39 39 37 39 41 34 34 37 39 41 34 37 39 41 41 44 39 41 41 41 41 41 41 39 39,34 37 29 29 27 29 27 25 22 25 27 29 22 25 27 29 27 25 22 25 34 32 27 25 27 29 41
46 43 44 44 43 44 43 41 39 44 41 41 39 43 44 39 41 43 44 44 43 41 44 44 39 41 43 44 44 43 44 46 43 44 44 43 44 43 41 39 44 41 41 39 43 44 39 41 44 44 41 41 44 44 43 44 46 46 44,39 39 39 39 39 37 36 34 36 32 32 32 32 34 34 34 32 36 39 39 39 39 39 39 41 43 44 36 37 39 32 36 37 39 32 31 32 34 32 36 34 32 32 41 43 41,51 49 49 48 48 46 46 44 48 39 44 44 51 44 51 42 49 42 49 41 48 41 48 42 49 41 48 39 46 39 46 37 44 39 46 36 44 39 41 44 39 46 39 48 51 51 49 53 44 47 46 49 46 51 39
36 38 39 41 39 38 39 38 31 36 43 43 43 43 43 43 41 41 41 41 48 46 41 41 41 41 41 41 39 41 43 43 36 36 36 39 41 41 39 41 43 43 43 43 43 43 46 43 43 43 43 43 43 43 41 41 41 41 48 46 48 46 46 46 46 43 43 41 43 43 36 36 36 36 48 46 38 38 34 36,31 31 31 31 39 38 39 41 39 38 34 34 31 36 31 31 31 31 39 38 39 41 39 38 38 39 41 36 31 31 31 31 39 38 39 41 39 38 34 34 31 36 31 31 31 31 39 41 39 36 38 39 41 41 41 41 39 38 36 36 38 39 43 43 44 41 39 41 38 39 41 43,43 41 43 44 43 41 39 38 36 34 31 31 29 31 29 31 36 36 38 39 38 39 41 41 43 44 43 41 43 41 39 41 38 39 38 36 34 32 31 36 38 36 38 39 41 43 36 36 43 43 43 44 43 41 39 38 36 34 32 29 31 32 31 29 31 28 28 24 28 29 28 29 31 28 31 24 28 31 34 37 40 43 46 48 24 36 31 43 41 19 31 24 41 26 39 27 31 31 36
44 42 40 35 39 37 37 35 37 37 37 39 40 44 46 44 44 46 46 44 46 46 44 46 46 44 46 32 32 35 37 39 39 37 35 39 39 37 35 39 32 39 39 42 44 42 39 39 39 39 39 37 35 39 37 37 37 35 37 37 37 37 35 37 27 39 39 37 35 34 32,32 32 35 37 39 39 37 35 39 39 37 35 39 32 39 39 42 44 42 39 39 39 39 39 37 35 39 37 37 37 35 37 37 37 37 35 37 39 39 39 37 39 39 39 37 39 39 43 44 46 32 32 35 37 39 39 37 35 39 39 37 35 39 32 39 39 42 44 42 39 39 39 39 39 37 35 39 37 37 37 35 37 37 37 37 35,32 32 34 34 35 34 37 35 39 44 47 44 44 42 39 39 37 37 35 34 39 44 39 46 44 47 46 46 49 47 47 51 58 32
34 39 39 39 39 41 42 41 39 37 37 39 41 39 34 34 32 34 37 37 37 34 32 34 37 39 41 42 41 39 41 37 37 39 41 39 41 41 42 42 44 44 46 44 46 49 49 46 44 42 46 42 44 41 42 44 42 41 39 41 42 41 37 37 39 41 39,43 36 43 46 44 43 43 44 46 44 44 46 48 46 48 48 46 44 46 39 44 41 43 44 46 44 43 36 41 41 41 41 43 44 43 41 39 39 41 43 41 36 36 34 36 39 39 39 36 34 36 39 41 43 44 43 41 43 39 39 41 43 41 43 43,44 46 48 48 48 48 48 48 48 46 44 46 44 43 44 43 39 36 39 41 41 39 36 39 43 41 39 41 39 36 39 41 44 46 46 44 41 44 46 48 46 44 48 48 51 53 53 53 51 48 51 46 46 44 43 44 44 36 39 41 43 44 43 41 39 41 29 31 32 34 32 31 29 43 31 36 39
40 42 44 42 40 42 44 47 44 42 40 39 37 39 40 37 39 37 35 35 37 35 33 35 37 37 40 37 35 40 42 44 44 45 42 40 42 40 39 42 40,44 42 40 42 44 47 42 40 39 37 39 40 37 39 37 35 33 35 37 40 37 35 40 42 44 44 44 45 42 40 42 44 42 40 42 44 47 44 42 40 39 37 39 40,42 38 40 33 40 44 40 36 40 36 42 38 42 37 39 41 43 44
